time,dt,open,high,low,close,volume
1777557600,2026-04-30 14:00:00+00:00,2262.65,2269.85,2245.05,2260.85,2612878.0
1777561200,2026-04-30 15:00:00+00:00,2260.8,2274.55,2256.1,2264.6,1578519.0
1777564800,2026-04-30 16:00:00+00:00,2264.6,2266.1,2254.05,2255.8,968924.0
1777568400,2026-04-30 17:00:00+00:00,2255.8,2259.6,2250.25,2257.0,1097099.0
1777572000,2026-04-30 18:00:00+00:00,2257.0,2264.35,2253.4,2258.55,947717.0
1777575600,2026-04-30 19:00:00+00:00,2258.5,2266.2,2256.9,2260.8,547417.0
1777579200,2026-04-30 20:00:00+00:00,2260.95,2266.25,2259.2,2262.8,228899.0
1777582800,2026-04-30 21:00:00+00:00,2262.85,2263.4,2252.75,2254.8,281788.0
1777586400,2026-04-30 22:00:00+00:00,2255.1,2260.45,2250.9,2253.05,233477.0
1777590000,2026-04-30 23:00:00+00:00,2253.75,2258.0,2252.6,2256.35,121194.0
1777593600,2026-05-01 00:00:00+00:00,2256.55,2265.0,2256.15,2258.8,247049.0
1777597200,2026-05-01 01:00:00+00:00,2259.0,2269.8,2258.75,2266.5,375166.0
1777600800,2026-05-01 02:00:00+00:00,2266.5,2268.95,2263.5,2265.7,414275.0
1777604400,2026-05-01 03:00:00+00:00,2265.7,2294.65,2264.75,2281.6,2032417.0
1777608000,2026-05-01 04:00:00+00:00,2281.9,2284.8,2276.25,2278.8,780513.0
1777611600,2026-05-01 05:00:00+00:00,2278.75,2285.85,2277.05,2282.25,666136.0
1777615200,2026-05-01 06:00:00+00:00,2282.4,2285.6,2271.0,2276.1,1160945.0
1777618800,2026-05-01 07:00:00+00:00,2276.15,2280.05,2272.0,2278.5,815733.0
1777622400,2026-05-01 08:00:00+00:00,2278.65,2287.6,2276.05,2285.65,1110423.0
1777626000,2026-05-01 09:00:00+00:00,2285.7,2286.0,2278.5,2280.75,604512.0
1777629600,2026-05-01 10:00:00+00:00,2280.7,2285.0,2275.65,2281.3,757010.0
1777633200,2026-05-01 11:00:00+00:00,2281.6,2292.4,2280.5,2285.35,918436.0
